Возраст;Работа;Семейный статус;Образование;Кредитный дефолт;Ипотека;Займ;Контакт;Месяц;День недели;Длительность;Кампания;День;Предыдущий контакт;Доходность;Колебание уровня безработицы;Индекс потребительских цен;Индекс потребительской уверенности;Европейская межбанковская ставка;Количество сотрудников в компании;y
38;Голубой воротничок;Разведен(-а);Базовое (9 классов);Нет;Нет;Да;Сотовый телефон;Июль;Пятница;706;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
38;Голубой воротничок;Разведен(-а);Базовое (9 классов);Нет;Нет;Нет;Сотовый телефон;Июль;Пятница;764;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Да
38;Менеджер;Не женат / не замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Июль;Среда;834;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
38;Голубой воротничок;Разведен(-а);Базовое (9 классов);Нет;Да;Нет;Сотовый телефон;Июль;Пятница;970;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
38;Голубой воротничок;Разведен(-а);Базовое (9 классов);Нет;Неизвестно;Неизвестно;Сотовый телефон;Июль;Пятница;1120;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Да
39;Техник;Не женат / не замужем;Университетская степень;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;31;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Обслуживающий персонал;Женат / замужем;Неизвестно;Неизвестно;Да;Нет;Сотовый телефон;Июль;Среда;40;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Менеджер;Женат / замужем;Университетская степень;Нет;Да;Да;Сотовый телефон;Июль;Среда;53;6;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Менеджер;Женат / замужем;Базовое (9 классов);Нет;Нет;Нет;Сотовый телефон;Июль;Среда;55;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Менеджер;Не женат / не замужем;Университетская степень;Нет;Да;Да;Сотовый телефон;Июль;Среда;59;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Техник;Женат / замужем;Университетская степень;Нет;Да;Да;Сотовый телефон;Июль;Среда;63;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Обслуживающий персонал;Женат / замужем;Высшая школа;Неизвестно;Да;Нет;Сотовый телефон;Июль;Пятница;67;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Техник;Женат / замужем;Профессиональный курс;Нет;Неизвестно;Неизвестно;Сотовый телефон;Июль;Среда;68;3;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Да;Нет;Сотовый телефон;Июль;Четверг;75;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Голубой воротничок;Не женат / не замужем;Университетская степень;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;81;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Голубой воротничок;Женат / замужем;Базовое (6 классов);Неизвестно;Нет;Нет;Сотовый телефон;Июль;Среда;85;3;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Голубой воротничок;Женат / замужем;Базовое (9 классов);Неизвестно;Нет;Нет;Городской телефон;Июль;Среда;87;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Голубой воротничок;Не женат / не замужем;Университетская степень;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;91;7;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Менеджер;Не женат / не замужем;Базовое (9 классов);Неизвестно;Нет;Да;Сотовый телефон;Июль;Среда;94;4;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Обслуживающий персонал;Женат / замужем;Неизвестно;Неизвестно;Нет;Нет;Сотовый телефон;Июль;Среда;100;5;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Обслуживающий персонал;Женат / замужем;Высшая школа;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;111;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Самозанятый;Женат / замужем;Базовое (4 класса);Неизвестно;Нет;Нет;Сотовый телефон;Июль;Четверг;120;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Голубой воротничок;Женат / замужем;Базовое (6 классов);Неизвестно;Нет;Да;Сотовый телефон;Июль;Четверг;122;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Голубой воротничок;Женат / замужем;Неизвестно;Неизвестно;Да;Нет;Сотовый телефон;Июль;Среда;123;3;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Менеджер;Женат / замужем;Высшая школа;Нет;Да;Нет;Городской телефон;Июль;Среда;128;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Домохозяйка;Не женат / не замужем;Базовое (4 класса);Неизвестно;Нет;Нет;Городской телефон;Июль;Среда;135;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Менеджер;Женат / замужем;Базовое (6 классов);Неизвестно;Да;Нет;Сотовый телефон;Июль;Среда;138;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Голубой воротничок;Женат / замужем;Базовое (9 классов);Неизвестно;Нет;Нет;Сотовый телефон;Июль;Среда;138;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Обслуживающий персонал;Женат / замужем;Неизвестно;Неизвестно;Неизвестно;Неизвестно;Сотовый телефон;Июль;Среда;140;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Техник;Женат / замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Июль;Среда;141;8;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Обслуживающий персонал;Женат / замужем;Неизвестно;Неизвестно;Нет;Нет;Сотовый телефон;Июль;Среда;146;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Менеджер;Не женат / не замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Июль;Среда;150;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Обслуживающий персонал;Разведен(-а);Высшая школа;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;160;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Менеджер;Женат / замужем;Высшая школа;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;184;6;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Голубой воротничок;Женат / замужем;Университетская степень;Нет;Нет;Нет;Сотовый телефон;Июль;Четверг;188;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Техник;Женат / замужем;Высшая школа;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;188;3;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Менеджер;Женат / замужем;Университетская степень;Неизвестно;Да;Нет;Городской телефон;Июль;Среда;197;4;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Обслуживающий персонал;Не женат / не замужем;Высшая школа;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;239;4;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Менеджер;Не женат / не замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Июль;Среда;258;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Да;Нет;Сотовый телефон;Июль;Четверг;266;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Голубой воротничок;Женат / замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Июль;Четверг;288;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Голубой воротничок;Женат / замужем;Базовое (6 классов);Нет;Нет;Нет;Сотовый телефон;Июль;Четверг;298;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Менеджер;Женат / замужем;Высшая школа;Нет;Да;Нет;Сотовый телефон;Июль;Четверг;301;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Менеджер;Женат / замужем;Базовое (6 классов);Неизвестно;Нет;Нет;Сотовый телефон;Июль;Среда;312;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Менеджер;Женат / замужем;Базовое (6 классов);Неизвестно;Да;Нет;Сотовый телефон;Июль;Среда;327;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Самозанятый;Женат / замужем;Профессиональный курс;Нет;Да;Нет;Городской телефон;Июль;Среда;339;8;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Обслуживающий персонал;Женат / замужем;Высшая школа;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;356;4;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Да
39;Голубой воротничок;Не женат / не замужем;Базовое (4 класса);Неизвестно;Нет;Нет;Сотовый телефон;Июль;Четверг;633;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Обслуживающий персонал;Женат / замужем;Высшая школа;Неизвестно;Да;Нет;Сотовый телефон;Июль;Среда;671;4;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Самозанятый;Женат / замужем;Базовое (9 классов);Нет;Нет;Нет;Сотовый телефон;Июль;Четверг;742;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
39;Менеджер;Женат / замужем;Базовое (6 классов);Неизвестно;Нет;Нет;Сотовый телефон;Июль;Среда;1176;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Да
39;Обслуживающий персонал;Женат / замужем;Неизвестно;Неизвестно;Да;Да;Сотовый телефон;Июль;Среда;1201;6;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Да
40;Самозанятый;Разведен(-а);Университетская степень;Нет;Да;Нет;Сотовый телефон;Июль;Среда;18;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Голубой воротничок;Женат / замужем;Базовое (4 класса);Неизвестно;Нет;Да;Городской телефон;Июль;Четверг;29;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Голубой воротничок;Разведен(-а);Базовое (9 классов);Неизвестно;Да;Нет;Сотовый телефон;Июль;Четверг;41;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Техник;Женат / замужем;Профессиональный курс;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;65;5;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Голубой воротничок;Женат / замужем;Базовое (4 класса);Неизвестно;Да;Нет;Сотовый телефон;Июль;Четверг;67;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Голубой воротничок;Женат / замужем;Базовое (4 класса);Неизвестно;Да;Нет;Сотовый телефон;Июль;Четверг;91;15;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Преддприниматель;Женат / замужем;Университетская степень;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;94;4;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Менеджер;Не женат / не замужем;Высшая школа;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;94;4;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Менеджер;Разведен(-а);Университетская степень;Нет;Нет;Нет;Городской телефон;Июль;Среда;97;6;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Самозанятый;Не женат / не замужем;Университетская степень;Нет;Да;Да;Городской телефон;Июль;Среда;98;11;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Менеджер;Женат / замужем;Профессиональный курс;Неизвестно;Нет;Нет;Сотовый телефон;Июль;Среда;100;3;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Домохозяйка;Женат / замужем;Базовое (6 классов);Нет;Да;Нет;Сотовый телефон;Июль;Среда;102;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Да;Нет;Сотовый телефон;Июль;Пятница;106;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Голубой воротничок;Женат / замужем;Базовое (4 класса);Неизвестно;Да;Нет;Сотовый телефон;Июль;Четверг;123;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Пенсионер;Разведен(-а);Базовое (4 класса);Нет;Нет;Нет;Сотовый телефон;Июль;Четверг;123;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Обслуживающий персонал;Женат / замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Июль;Пятница;131;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Менеджер;Разведен(-а);Университетская степень;Нет;Неизвестно;Неизвестно;Сотовый телефон;Июль;Среда;145;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Техник;Не женат / не замужем;Неизвестно;Нет;Да;Нет;Городской телефон;Июль;Среда;145;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Техник;Женат / замужем;Базовое (9 классов);Нет;Да;Нет;Сотовый телефон;Июль;Четверг;154;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Голубой воротничок;Разведен(-а);Базовое (9 классов);Неизвестно;Нет;Нет;Сотовый телефон;Июль;Четверг;160;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Самозанятый;Разведен(-а);Университетская степень;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;161;5;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Голубой воротничок;Женат / замужем;Базовое (6 классов);Нет;Да;Нет;Сотовый телефон;Июль;Среда;167;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Голубой воротничок;Женат / замужем;Базовое (4 класса);Неизвестно;Да;Да;Сотовый телефон;Июль;Четверг;181;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Менеджер;Разведен(-а);Университетская степень;Нет;Нет;Нет;Городской телефон;Июль;Среда;192;5;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Обслуживающий персонал;Женат / замужем;Базовое (4 класса);Неизвестно;Да;Нет;Сотовый телефон;Июль;Среда;205;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Голубой воротничок;Женат / замужем;Базовое (4 класса);Неизвестно;Да;Нет;Сотовый телефон;Июль;Четверг;214;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Самозанятый;Женат / замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Июль;Среда;225;5;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Обслуживающий персонал;Женат / замужем;Высшая школа;Нет;Да;Да;Сотовый телефон;Июль;Среда;251;3;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Техник;Не женат / не замужем;Профессиональный курс;Нет;Нет;Нет;Сотовый телефон;Июль;Пятница;260;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Преддприниматель;Женат / замужем;Университетская степень;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;279;3;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Техник;Женат / замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Июль;Четверг;296;3;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Голубой воротничок;Женат / замужем;Высшая школа;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;319;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Менеджер;Женат / замужем;Университетская степень;Неизвестно;Да;Нет;Городской телефон;Июль;Среда;340;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Голубой воротничок;Женат / замужем;Базовое (4 класса);Неизвестно;Да;Нет;Сотовый телефон;Июль;Четверг;347;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Менеджер;Не женат / не замужем;Высшая школа;Нет;Да;Нет;Сотовый телефон;Июль;Среда;353;5;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Менеджер;Разведен(-а);Университетская степень;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;366;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Менеджер;Женат / замужем;Университетская степень;Неизвестно;Да;Нет;Сотовый телефон;Июль;Среда;424;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Преддприниматель;Женат / замужем;Базовое (4 класса);Неизвестно;Да;Нет;Сотовый телефон;Июль;Среда;448;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Домохозяйка;Женат / замужем;Базовое (4 класса);Неизвестно;Нет;Нет;Сотовый телефон;Июль;Пятница;504;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Менеджер;Разведен(-а);Университетская степень;Нет;Да;Нет;Сотовый телефон;Июль;Среда;594;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Преддприниматель;Женат / замужем;Университетская степень;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;639;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Голубой воротничок;Женат / замужем;Базовое (4 класса);Неизвестно;Нет;Нет;Сотовый телефон;Июль;Четверг;724;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Да
40;Техник;Не женат / не замужем;Профессиональный курс;Нет;Да;Да;Сотовый телефон;Июль;Пятница;919;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
40;Самозанятый;Не женат / не замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Июль;Среда;1065;3;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Да
40;Самозанятый;Разведен(-а);Университетская степень;Нет;Да;Нет;Сотовый телефон;Июль;Среда;1373;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Да
40;Пенсионер;Женат / замужем;Базовое (4 класса);Неизвестно;Да;Нет;Сотовый телефон;Июль;Пятница;1689;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Да
40;Менеджер;Разведен(-а);Высшая школа;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;1776;3;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Домохозяйка;Женат / замужем;Базовое (6 классов);Нет;Нет;Нет;Городской телефон;Июль;Среда;34;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Техник;Разведен(-а);Профессиональный курс;Нет;Нет;Нет;Городской телефон;Июль;Среда;38;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Голубой воротничок;Женат / замужем;Базовое (6 классов);Нет;Да;Да;Городской телефон;Июль;Среда;47;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Менеджер;Женат / замужем;Высшая школа;Нет;Нет;Нет;Сотовый телефон;Июль;Четверг;61;4;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Студент;Женат / замужем;Неизвестно;Неизвестно;Да;Да;Сотовый телефон;Июль;Среда;69;5;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Преддприниматель;Разведен(-а);Профессиональный курс;Нет;Да;Нет;Сотовый телефон;Июль;Четверг;72;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Обслуживающий персонал;Разведен(-а);Высшая школа;Нет;Нет;Да;Сотовый телефон;Июль;Среда;72;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Преддприниматель;Разведен(-а);Профессиональный курс;Нет;Нет;Нет;Сотовый телефон;Июль;Четверг;82;5;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Голубой воротничок;Не женат / не замужем;Базовое (6 классов);Неизвестно;Нет;Нет;Сотовый телефон;Июль;Среда;92;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Голубой воротничок;Не женат / не замужем;Неизвестно;Неизвестно;Нет;Нет;Сотовый телефон;Июль;Пятница;96;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Преддприниматель;Разведен(-а);Профессиональный курс;Нет;Да;Нет;Сотовый телефон;Июль;Четверг;99;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Преддприниматель;Разведен(-а);Профессиональный курс;Нет;Да;Да;Сотовый телефон;Июль;Четверг;109;5;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Голубой воротничок;Женат / замужем;Базовое (6 классов);Нет;Да;Нет;Сотовый телефон;Июль;Среда;111;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Домохозяйка;Разведен(-а);Базовое (9 классов);Неизвестно;Нет;Нет;Сотовый телефон;Июль;Среда;118;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Обслуживающий персонал;Разведен(-а);Высшая школа;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;120;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Домохозяйка;Разведен(-а);Базовое (9 классов);Неизвестно;Нет;Да;Сотовый телефон;Июль;Среда;122;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Самозанятый;Женат / замужем;Базовое (9 классов);Нет;Нет;Нет;Сотовый телефон;Июль;Пятница;134;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Преддприниматель;Разведен(-а);Профессиональный курс;Нет;Нет;Да;Сотовый телефон;Июль;Четверг;140;3;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Домохозяйка;Разведен(-а);Базовое (9 классов);Неизвестно;Нет;Нет;Сотовый телефон;Июль;Среда;141;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Обслуживающий персонал;Женат / замужем;Профессиональный курс;Нет;Нет;Да;Сотовый телефон;Июль;Пятница;146;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Голубой воротничок;Разведен(-а);Базовое (6 классов);Нет;Нет;Нет;Сотовый телефон;Июль;Пятница;159;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Менеджер;Женат / замужем;Университетская степень;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;174;3;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Преддприниматель;Разведен(-а);Профессиональный курс;Нет;Да;Нет;Сотовый телефон;Июль;Четверг;194;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Обслуживающий персонал;Женат / замужем;Профессиональный курс;Нет;Да;Нет;Сотовый телефон;Июль;Пятница;211;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Менеджер;Женат / замужем;Неизвестно;Нет;Нет;Нет;Сотовый телефон;Июль;Четверг;277;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Менеджер;Женат / замужем;Университетская степень;Нет;Нет;Нет;Городской телефон;Июль;Среда;300;5;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Обслуживающий персонал;Женат / замужем;Профессиональный курс;Нет;Да;Да;Сотовый телефон;Июль;Пятница;348;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Голубой воротничок;Не женат / не замужем;Базовое (4 класса);Нет;Да;Нет;Сотовый телефон;Июль;Четверг;421;6;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Да;Нет;Сотовый телефон;Июль;Четверг;473;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
41;Самозанятый;Разведен(-а);Профессиональный курс;Нет;Нет;Нет;Сотовый телефон;Июль;Пятница;911;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Да
41;Менеджер;Не женат / не замужем;Университетская степень;Нет;Нет;Нет;Сотовый телефон;Июль;Пятница;1180;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Голубой воротничок;Женат / замужем;Базовое (4 класса);Нет;Нет;Нет;Сотовый телефон;Июль;Среда;53;10;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Голубой воротничок;Женат / замужем;Базовое (4 класса);Нет;Нет;Нет;Сотовый телефон;Июль;Среда;54;10;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Да;Нет;Сотовый телефон;Июль;Четверг;57;3;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Техник;Не женат / не замужем;Высшая школа;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;58;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Менеджер;Женат / замужем;Университетская степень;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;73;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Менеджер;Женат / замужем;Университетская степень;Нет;Неизвестно;Неизвестно;Сотовый телефон;Июль;Среда;95;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Голубой воротничок;Женат / замужем;Базовое (6 классов);Неизвестно;Нет;Нет;Сотовый телефон;Июль;Четверг;121;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Домохозяйка;Женат / замужем;Базовое (4 класса);Неизвестно;Нет;Да;Сотовый телефон;Июль;Среда;123;1;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Обслуживающий персонал;Женат / замужем;Высшая школа;Нет;Да;Нет;Сотовый телефон;Июль;Пятница;123;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Техник;Женат / замужем;Университетская степень;Нет;Нет;Нет;Сотовый телефон;Июль;Среда;130;3;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Техник;Женат / замужем;Базовое (9 классов);Неизвестно;Да;Нет;Сотовый телефон;Июль;Среда;130;3;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
42;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Нет;Нет;Сотовый телефон;Июль;Пятница;143;2;999;0;Отсутствует;1.4;93.918;-42.7;4.963;5228.1;Нет
